Lead_ID,App_Engagement_Mins,Web_Configurator_Status,Test_Drive_Completed,Last_Contact_Days,Purchase,Engagement_Density,High_Intent_Signal,Attrition_Risk,Lead_Source_Social Media,Lead_Source_Unknown_Source_999,Lead_Source_Walk-in,Lead_Source_Web Search,Lead_Temperature_Hot,Lead_Temperature_Warm
fcf11cd2,28.467533615356057,0,0,22,0,1.2377188528415677,0,0,False,False,False,False,False,True
175a858d,22.82668765626901,0,1,84,0,0.2685492665443413,0,1,False,False,True,False,False,False
ced5cea7,19.610721524752115,0,0,39,0,0.4902680381188029,0,1,False,False,False,True,False,False
faaf86d8,,1,0,76,0,,0,0,True,False,False,False,False,False
0650f7ab,51.56698950779174,0,0,22,0,2.2420430220779015,0,0,False,False,False,True,False,True
22866917,31.815659090848836,0,0,15,0,1.9884786931780523,0,0,False,False,False,True,False,True
54de4bce,18.25978220487981,0,1,60,0,0.29934069188327556,0,1,False,False,False,False,False,False
9c098bdb,14.049097939673358,0,0,67,0,0.20660438146578466,0,1,True,False,False,False,False,False
99b583c7,,0,0,79,0,,0,0,True,False,False,False,False,False
c26ffff8,50.75162510103326,0,0,30,0,1.6371491968075247,0,0,False,False,False,False,False,True
275e15dc,47.718146727043326,0,0,52,0,0.9003423910762892,0,1,False,False,False,True,False,False
d48f09d8,12.015705723170203,0,0,24,0,0.4806282289268081,0,0,False,False,False,False,False,True
e35f726d,19.477467019314364,1,0,43,0,0.4426697049844174,0,1,False,False,True,False,False,False
7bcf029d,,1,0,11,0,,0,0,True,False,False,False,False,True
6acec883,21.57432173678983,1,0,89,0,0.23971468596433146,0,1,False,False,True,False,False,False
1fc28302,44.266327850448846,1,0,8,1,4.918480872272094,0,0,False,False,False,False,False,True
12bff1fc,61.53393685810816,0,1,11,1,5.127828071509014,0,0,True,False,False,False,False,True
84d5887a,32.67730710462748,1,0,68,0,0.47358416093663014,0,1,False,False,True,False,False,False
69cd1221,14.472669346383258,0,0,53,0,0.26801239530339366,0,1,False,False,True,False,False,False
1a1714e8,24.31262947333356,1,0,53,0,0.45023387913580665,0,1,False,True,False,False,False,False
93daa19a,69.18809302610377,1,1,27,1,2.471003322360849,1,0,True,False,False,False,False,True
1abb35e4,26.723829023307797,1,0,55,1,0.4772112325590678,0,1,False,False,True,False,False,False
461fd47e,19.645270538633657,1,0,68,1,0.28471406577729935,0,1,False,False,True,False,False,False
5caae5d2,20.98278917701918,0,0,76,0,0.2725037555457036,0,1,False,False,False,True,False,False
8f8e5393,32.572700460720185,0,0,57,0,0.5615982838055205,0,1,False,False,True,False,False,False
e7a8c9ae,12.38447601757894,0,0,77,0,0.15877533355870435,0,1,False,False,True,False,False,False
8b3168fe,16.48795677185044,0,0,74,0,0.21983942362467251,0,1,False,False,True,False,False,False
302cdfb7,47.24658590361376,0,0,41,0,1.124918711990804,0,1,False,False,False,True,False,False
4512bca0,31.921914229845964,0,0,37,0,0.8400503744696306,0,1,False,False,True,False,False,False
d230abb1,26.9274126071832,1,0,67,0,0.3959913618703412,0,1,False,False,True,False,False,False
af783d7f,48.84020347018551,0,0,52,0,0.9215132730223681,0,1,True,False,False,False,False,False
b93a8404,13.72028675672288,1,0,32,0,0.41576626535523875,0,1,True,False,False,False,False,False
77682db5,19.176523758464704,1,0,70,0,0.2700918839220381,0,1,False,False,False,True,False,False
e56a06cc,31.18395457172091,1,0,55,0,0.5568563316378734,0,1,False,False,False,False,False,False
8205dcca,30.403718858960445,1,0,71,0,0.4222738730411173,0,1,True,False,False,False,False,False
892c63fb,6.387683614476196,0,0,50,0,0.12524869832306268,0,1,False,False,False,True,False,False
8f8df1fc,17.70692120407672,1,0,73,0,0.23928271897400974,0,1,False,False,True,False,False,False
799b8aff,22.004975555424096,1,0,42,0,0.5117436175680022,0,1,False,False,True,False,False,False
30193618,33.669083130476515,0,0,14,0,2.244605542031768,0,0,False,False,False,True,False,True
d35dcede,30.326454622763997,0,0,37,0,0.7980645953358947,0,1,False,False,True,False,False,False
a406e0bc,23.58589446001963,1,0,14,0,1.5723929640013088,0,0,False,False,True,False,False,True
b2b9b4ba,3.2115762285900096,0,0,4,1,0.6423152457180019,0,0,False,False,False,False,True,False
b7b868d0,24.490067916771903,0,0,82,0,0.2950610592382157,0,1,False,False,True,False,False,False
49e2aeaa,26.18458541677835,0,0,53,0,0.4848997299403398,0,1,True,False,False,False,False,False
64a86eaa,109.46996683174306,0,0,50,0,2.146469937877315,0,0,False,False,True,False,False,False
2ee1699e,21.456896589459497,0,0,9,0,2.1456896589459498,0,0,False,False,False,True,False,True
69e403fb,31.305892836959963,1,0,11,0,2.6088244030799967,0,0,False,False,False,False,False,True
c0b56159,54.30319138321448,0,1,3,1,13.57579784580362,0,0,False,False,True,False,True,False
16f92ea3,42.57109044708541,0,1,17,1,2.3650605803936338,0,0,False,False,False,True,False,True
7d4e582b,63.19206870917219,0,0,79,0,0.7899008588646523,0,0,True,False,False,False,False,False
160eec76,6.493683291115296,0,0,35,0,0.18038009141986933,0,1,False,False,True,False,False,False
123e8225,10.305928412404883,1,0,24,0,0.4122371364961953,0,0,False,False,False,False,False,True
53dd5fa0,15.559005666633404,0,0,86,0,0.1788391455934874,0,1,False,False,True,False,False,False
1effff75,5.38975792278382,0,0,75,0,0.07091786740505027,0,1,False,False,False,True,False,False
ddd14910,26.351359404122213,0,0,35,0,0.7319822056700614,0,1,False,False,False,False,False,False
f00f98f9,11.087665658557754,0,0,66,0,0.16548754714265304,0,1,False,False,True,False,False,False
8a369217,68.62813120023135,1,0,8,1,7.625347911136817,0,0,True,False,False,False,False,True
0a171249,12.693013206679336,1,0,60,0,0.2080821837160547,0,1,False,False,False,False,False,False
12aee521,19.267548268044592,0,0,52,0,0.3635386465668791,0,1,True,False,False,False,False,False
eb47684e,44.29443239556379,0,0,17,0,2.460801799753544,0,0,False,False,False,True,False,True
58540f91,7.937070854512402,0,0,42,0,0.18458304312819537,0,1,False,False,True,False,False,False
74eb615d,5.003747473649867,0,0,34,0,0.14296421353285332,0,1,True,False,False,False,False,False
455f402f,28.748576156664186,0,0,62,0,0.45632660566133626,0,1,False,False,False,True,False,False
f4cf993a,30.377857286246297,0,0,77,0,0.38945970879802944,0,1,False,False,True,False,False,False
91199750,43.40181959735746,0,1,3,1,10.850454899339365,0,0,False,False,False,True,True,False
fb449a0c,36.53065830041622,0,0,40,0,0.8909916658638103,0,1,True,False,False,False,False,False
54cc274a,31.203355058554337,1,1,44,1,0.6934078901900964,1,1,False,False,False,True,False,False
78c0591f,14.008221254313394,1,1,49,1,0.2801644250862679,1,1,False,False,False,False,False,False
011b71cd,29.772673674554163,0,0,78,0,0.3768692870196729,0,1,False,False,True,False,False,False
7538d294,,1,0,27,0,,0,0,False,False,False,True,False,True
191a3c52,13.561264392127764,0,0,41,0,0.32288724743161346,0,1,True,False,False,False,False,False
9c61a4b6,,0,1,79,0,,0,0,False,False,True,False,False,False
b0dbc717,35.34410356152164,1,0,75,0,0.46505399423054794,0,1,False,False,False,False,False,False
7d7f6b85,10.476926182055948,1,0,68,0,0.1518395098848688,0,1,False,False,True,False,False,False
20545185,43.54916857803393,1,0,0,0,43.54916857803393,0,0,False,False,False,False,True,False
438e7574,48.68092710605849,0,0,38,0,1.248228900155346,0,1,False,False,True,False,False,False
d6e1c5a3,33.87567523142123,0,0,89,0,0.3763963914602359,0,1,False,False,False,True,False,False
26e36815,20.542797572083952,1,0,16,0,1.208399857181409,0,0,False,False,False,True,False,True
5c3d509c,13.060280190693147,0,0,87,0,0.1484122748942403,0,1,True,False,False,False,False,False
ed338f37,23.536457945281477,0,1,34,1,0.6724702270080422,0,1,False,False,False,False,False,False
c2dc835a,32.20538918583453,0,0,45,0,0.7001171562137941,0,1,True,False,False,False,False,False
30967e23,25.252626745374734,0,1,41,0,0.6012530177470174,0,1,False,False,False,True,False,False
e3f6011f,65.03290825481423,0,0,38,0,1.6675104680721597,0,0,False,False,False,False,False,False
101d2bd8,39.17869253770584,0,0,89,0,0.43531880597450934,0,1,True,False,False,False,False,False
72f84be4,11.803800815668978,1,0,48,0,0.2408938941973261,0,1,True,False,False,False,False,False
6ba27d47,9.467814822438356,0,0,61,0,0.1527066906844896,0,1,True,False,False,False,False,False
47a260d5,35.55526672525937,0,0,37,0,0.9356649138226151,0,1,True,False,False,False,False,False
8c022894,20.91753788954026,0,0,22,1,0.9094581691104461,0,0,True,False,False,False,False,True
6f3c3a9f,41.5321821928404,0,0,21,0,1.8878264633109274,0,0,False,False,False,False,False,True
35649da1,35.32958442879738,0,1,3,1,8.832396107199346,0,0,True,False,False,False,True,False
4d7465bc,23.616028191393905,0,1,48,0,0.4819597590080389,0,1,False,False,False,False,False,False
4daca676,11.925910215900853,1,0,58,0,0.20213407145594667,0,1,True,False,False,False,False,False
d3edd0b5,5.642995870297829,0,0,72,0,0.07730131329175109,0,1,False,False,False,True,False,False
04e308ce,29.379311125466845,1,0,67,0,0.43204869302157123,0,1,False,False,False,True,False,False
51e2773c,7.803773004285483,0,0,70,0,0.10991229583500679,0,1,True,False,False,False,False,False
dbc64a79,,0,1,86,0,,0,0,False,False,True,False,False,False
b62367c2,28.09659419979972,0,0,1,0,14.04829709989986,0,0,False,False,False,True,True,False
3ba77c64,26.14423313278938,0,0,48,0,0.5335557782201914,0,1,False,False,False,False,False,False
f7da333b,8.75582934710223,1,1,87,1,0.09949806076252533,1,1,True,False,False,False,False,False
e6949adb,52.3848984528533,0,0,30,0,1.6898354339630097,0,0,False,False,False,False,False,True
f9527b23,51.46287645672613,0,0,39,0,1.2865719114181533,0,1,False,False,True,False,False,False
3ba6c3c5,36.35871312563797,1,0,47,0,0.7574731901174577,0,1,True,False,False,False,False,False
24a3877a,36.32766681146971,1,0,50,0,0.7123071923817591,0,1,False,False,False,True,False,False
13d68d38,36.35902183696097,1,0,42,0,0.8455586473711854,0,1,False,False,False,False,False,False
8bf99d05,48.39839920285595,0,0,54,0,0.8799708945973809,0,1,False,False,False,True,False,False
0d0c6633,39.85463041242373,1,0,87,0,0.45289352741390604,0,1,False,False,False,True,False,False
651554b3,12.821967161213044,0,0,48,1,0.26167279920842945,0,1,True,False,False,False,False,False
4b16d814,20.688727210564803,0,0,89,0,0.22987474678405337,0,1,False,False,False,False,False,False
01d52e38,101.94798297336732,0,0,79,1,1.2743497871670915,0,0,False,False,True,False,False,False
985e3a37,3.472264786069053,0,0,56,0,0.06091692607138689,0,1,False,False,False,True,False,False
30df3825,16.92944564204186,0,0,76,0,0.21986293041612803,0,1,True,False,False,False,False,False
9921954f,,0,0,14,0,,0,0,True,False,False,False,False,True
0d24b29d,13.549002393537547,1,0,26,0,0.5018149034643536,0,0,False,False,True,False,False,True
2203269d,40.60468932523835,0,0,67,0,0.5971277841946816,0,1,True,False,False,False,False,False
98d0f1d7,25.892919575952828,0,0,79,0,0.32366149469941036,0,1,False,False,False,True,False,False
fb4b518b,14.385673755444634,0,0,63,0,0.2247761524288224,0,1,True,False,False,False,False,False
b8f5a8bd,2.715168256817379,1,0,29,0,0.0905056085605793,0,0,False,False,False,False,False,True
f4349eba,28.78728779903202,0,0,35,0,0.799646883306445,0,1,False,False,False,False,False,False
8970768f,12.579139822242665,0,0,66,0,0.18774835555586067,0,1,False,False,False,True,False,False
f49ddea0,22.843310629122115,1,0,85,0,0.2656198910363037,0,1,False,False,False,False,False,False
a3726175,36.10951454888664,1,0,85,1,0.4198780761498446,0,1,False,False,True,False,False,False
d0af3eaa,45.79218447520617,0,0,48,0,0.9345343770450238,0,1,True,False,False,False,False,False
71f1e85e,16.884485336610357,0,0,75,0,0.22216428074487313,0,1,False,False,False,True,False,False
53275b3b,14.362524229862515,1,0,54,0,0.26113680417931845,0,1,False,False,True,False,False,False
55b1bacc,7.669591168924451,0,1,84,0,0.09023048434028766,0,1,True,False,False,False,False,False
b8457c7d,,0,0,55,0,,0,0,False,False,True,False,False,False
1308af0d,92.72588963262912,1,0,67,1,1.3636160240092519,0,0,False,False,False,True,False,False
37fffd6f,50.79714574799502,0,0,43,0,1.154480585181705,0,1,False,False,False,True,False,False
68fba8ff,58.434015789640505,0,0,30,0,1.884968251278726,0,0,False,False,True,False,False,True
20e60dcb,13.647511432834737,0,0,57,0,0.23530192125577132,0,1,True,False,False,False,False,False
705b3116,34.6170249758351,0,0,86,0,0.3978968388027023,0,1,False,False,False,False,False,False
461029ae,43.20104248441166,0,0,52,0,0.8151140091398427,0,1,False,False,False,False,False,False
5909ae7c,9.94707896146982,1,0,83,0,0.11841760668416453,0,1,False,False,True,False,False,False
c6fb9c06,71.80728219398942,0,0,78,0,0.9089529391644231,0,0,False,False,False,True,False,False
90bba704,6.27320150401475,0,0,22,0,0.27274789147890216,0,0,True,False,False,False,False,True
f96ca787,64.58485523843676,0,0,27,0,2.306601972801313,0,0,True,False,False,False,False,True
ef8935c1,6.229231915453813,0,0,15,0,0.3893269947158633,0,0,False,False,False,True,False,True
4c8d7635,10.403064899171625,1,1,36,1,0.2811639161938277,1,1,False,False,False,False,False,False
50464e05,35.05875739704506,0,0,20,0,1.6694646379545268,0,0,True,False,False,False,False,True
8ba43966,26.37621957407919,0,1,78,0,0.3338761971402429,0,1,False,False,True,False,False,False
eb5f165d,18.25614949765517,0,0,16,0,1.0738911469208923,0,0,False,False,False,False,False,True
3510324e,70.0071570808476,0,0,36,0,1.8920853265093946,0,0,False,False,True,False,False,False
43f9a847,7.874590321530868,0,0,76,0,0.10226740677312816,0,1,False,False,False,False,False,False
8ef46c46,22.17438300839489,1,0,18,0,1.1670727899155207,0,0,False,False,False,True,False,True
e1e2988f,38.21092635748357,1,0,29,1,1.2736975452494523,0,0,False,False,True,False,False,True
b0109ac1,30.845713653075475,0,0,44,0,0.6854603034016772,0,1,False,False,True,False,False,False
6c11d4a1,14.776343568029391,0,0,17,0,0.8209079760016329,0,0,False,False,False,True,False,True
1aab71ec,15.235658759481552,1,1,77,0,0.1953289584548917,1,1,False,False,True,False,False,False
5e68a3f8,,1,0,61,0,,0,0,False,False,False,False,False,False
7e6ae41d,46.78036978298656,0,0,35,1,1.299454716194071,0,1,True,False,False,False,False,False
ed5d2a62,31.43548249243285,0,0,83,0,0.37423193443372443,0,1,True,False,False,False,False,False
3b8b869e,12.137579057482846,0,0,51,0,0.2334149818746701,0,1,False,False,False,True,False,False
b4b4e1da,15.645508378675332,1,0,18,0,0.8234478094039649,0,0,False,False,False,False,False,True
12d296e3,24.597422826952915,1,0,43,0,0.5590323369762026,0,1,False,False,True,False,False,False
4c04b2a4,27.341558608773337,0,1,6,1,3.9059369441104765,0,0,False,False,True,False,True,False
fa72d272,37.16154177717133,0,0,43,0,0.8445804949357121,0,1,True,False,False,False,False,False
36e8a7cc,21.28540833964769,1,0,67,0,0.3130207108771719,0,1,False,False,True,False,False,False
e66e86a3,44.63268348753332,1,0,33,1,1.3127259849274506,0,1,True,False,False,False,False,False
2b8aec93,44.2942174301177,1,1,65,1,0.6711245065169348,1,1,False,False,False,True,False,False
5e540d33,59.75930524617787,1,0,68,0,0.8660768876257662,0,1,False,False,True,False,False,False
bea28b80,25.408947438554364,0,0,54,0,0.46198086251917025,0,1,False,False,False,False,False,False
89c6dc92,31.817532630399587,0,0,9,0,3.1817532630399588,0,0,False,False,True,False,False,True
7f15642f,22.563528099211474,0,0,41,0,0.5372268595050351,0,1,True,False,False,False,False,False
b2ea9725,12.266920237754984,0,0,40,0,0.2991931765306094,0,1,False,False,False,True,False,False
4dc9a894,91.35144329752694,0,0,76,1,1.1863823804873628,0,0,True,False,False,False,False,False
5c902927,54.8012509201356,1,0,68,0,0.7942210278280522,0,1,False,False,True,False,False,False
ff130345,43.67764392677825,0,0,9,1,4.367764392677826,0,0,True,False,False,False,False,True
462e5f89,24.763591390382853,1,0,9,0,2.4763591390382853,0,0,True,False,False,False,False,True
92977149,11.339221563164408,0,0,59,0,0.18898702605274012,0,1,False,False,False,True,False,False
dbf0b237,49.03640864329804,1,0,50,0,0.9614982086921184,0,1,False,False,False,False,False,False
3c75e1d8,22.25900686054257,0,0,20,0,1.0599527076448843,0,0,False,False,True,False,False,True
1ca8cec3,,0,0,7,0,,0,0,False,False,False,True,True,False
a8c37fc3,15.595356780847098,0,0,64,0,0.23992856585918612,0,1,False,False,False,False,False,False
a6469f5d,30.0501262746748,0,0,77,0,0.3852580291624974,0,1,True,False,False,False,False,False
d590bdd2,16.411980939303675,1,0,84,0,0.1930821286976903,0,1,False,False,False,False,False,False
149f485f,16.94279279650054,1,1,29,1,0.5647597598833514,1,0,True,False,False,False,False,True
4db3a7ba,29.76824067375265,0,0,84,0,0.3502145961617959,0,1,True,False,False,False,False,False
d1af2b8a,6.13598212640863,0,0,48,0,0.12522412502874755,0,1,False,False,False,True,False,False
feb10569,6.449536179121809,0,0,8,0,0.7166151310135344,0,0,True,False,False,False,False,True
b7c9ab00,13.508616568543822,0,0,16,0,0.7946245040319895,0,0,False,False,False,True,False,True
75d2538c,21.09022731826588,1,0,68,0,0.30565546838066493,0,1,False,False,False,False,False,False
8cbfe8cb,45.557893693294304,1,0,57,0,0.7854809257464536,0,1,False,False,False,False,False,False
530bc7f1,22.02894474502505,0,0,56,0,0.3864727148250009,0,1,True,False,False,False,False,False
c7f330bd,24.643205613592627,1,0,61,0,0.39747105828375207,0,1,False,False,False,True,False,False
faa2fc73,19.816418150721283,0,0,51,0,0.3810849644369477,0,1,True,False,False,False,False,False
30b32ab9,31.784617946079777,1,0,60,1,0.5210593105914717,0,1,False,False,False,True,False,False
c4e09498,,0,0,39,0,,0,0,False,False,False,True,False,False
964de129,22.95245901001624,1,0,37,0,0.6040120792109537,0,1,False,False,False,True,False,False
61655906,33.61387188858867,1,1,42,1,0.7817179508974109,1,1,False,False,False,False,False,False
c31092e5,29.595462123489053,0,1,62,0,0.4697692400553818,0,1,False,False,False,True,False,False
933b9bb6,25.24464449463874,1,0,18,0,1.3286654997178284,0,0,False,False,False,False,False,True
f2fed0c4,25.477647563194743,0,0,49,0,0.5095529512638949,0,1,False,False,False,True,False,False
c74c72cd,35.93685490217659,0,0,32,0,1.0889956030962604,0,1,False,False,False,False,False,False
940280f6,94.17298795318422,0,0,12,1,7.244075996398786,0,0,False,False,True,False,False,True
1d860142,12.890052500282533,1,0,77,0,0.16525708333695555,0,1,False,False,False,False,False,False
5a1f94b7,95.90028490177583,1,0,61,1,1.54677878873832,0,0,False,False,False,False,False,False
9d34d518,12.38684416993929,1,0,42,0,0.2880661434869602,0,1,True,False,False,False,False,False
8ca09188,2.302702429184716,1,0,48,0,0.04699392712621869,0,1,False,False,False,True,False,False
62da656f,16.13835014179738,0,0,35,0,0.44828750393881606,0,1,False,False,True,False,False,False
9476bff4,32.21923891253026,1,0,9,0,3.221923891253026,0,0,True,False,False,False,False,True
07a77c4e,81.77395223970306,0,0,5,0,13.62899203995051,0,0,False,False,False,True,True,False
3e0d77f7,11.325962525282227,0,0,56,0,0.19870109693477592,0,1,False,False,True,False,False,False
2b2a6f62,35.78712143404177,0,1,0,1,35.78712143404177,0,0,False,False,True,False,True,False
7b9457d3,7.158599169749087,1,0,70,0,0.10082534041900124,0,1,False,False,True,False,False,False
ec7be836,79.88084532450314,1,0,57,1,1.3772559538707438,0,0,False,False,False,True,False,False
27ac5299,55.50119716515828,0,1,20,1,2.642914150721823,0,0,False,False,True,False,False,True
38631b38,16.97063789785216,0,1,79,0,0.212132973723152,0,1,False,False,True,False,False,False
0d6590b0,61.45039186617475,1,0,55,0,1.097328426181692,0,0,True,False,False,False,False,False
1d1f8520,22.8468956596681,0,0,86,0,0.26260799608813906,0,1,False,False,False,False,False,False
5de6c0df,57.44730919004511,1,0,19,1,2.8723654595022556,0,0,False,False,False,True,False,True
f86b33fc,25.101681352385253,1,0,53,0,0.4648459509700973,0,1,False,False,False,False,False,False
af8979d0,25.920855790166915,0,0,24,0,1.0368342316066765,0,0,True,False,False,False,False,True
81796993,17.258083189536418,0,0,27,0,0.616360113912015,0,0,False,False,False,False,False,True
6b3e0bd2,39.10512812214844,1,0,4,1,7.821025624429689,0,0,False,False,True,False,True,False
778a1af0,27.402619208494645,1,0,20,1,1.3048866289759355,0,0,False,False,True,False,False,True
3dcc04f5,36.34388917231848,0,0,17,0,2.0191049540176933,0,0,False,False,False,True,False,True
fc4791f0,5.505806077394587,1,0,46,0,0.11714481015733165,0,1,False,False,False,True,False,False
794a423a,58.80196110891774,0,0,69,0,0.840028015841682,0,1,False,False,False,True,False,False
75a640b3,68.67436738967437,0,0,56,0,1.2048134629767433,0,0,True,False,False,False,False,False
3dc0a610,27.307598832467523,1,0,18,0,1.43724204381408,0,0,False,False,False,True,False,True
4a93a408,89.90559962857337,1,0,64,1,1.383163071208821,0,0,True,False,False,False,False,False
cbfede32,76.72562484616718,0,0,2,0,25.575208282055726,0,0,False,False,True,False,True,False
29479e79,39.69587762299494,1,1,41,1,0.9451399434046415,1,1,False,False,False,False,False,False
4943b3e6,61.97241948054389,0,0,20,0,2.951067594311614,0,0,False,False,True,False,False,True
91158635,51.60786372384747,0,0,39,0,1.2901965930961867,0,1,False,False,True,False,False,False
6a261100,,0,0,66,0,,0,0,False,False,True,False,False,False
3bbb522a,20.1374447841892,1,0,24,0,0.8054977913675679,0,0,False,False,False,True,False,True
faefc451,41.628461603396055,0,0,54,0,0.7568811200617465,0,1,False,False,False,True,False,False
e8e8cd58,71.65885947567817,0,0,83,0,0.8530816604247401,0,0,False,False,False,True,False,False
1b69d145,6.666658774715288,0,0,51,0,0.12820497643683246,0,1,False,False,False,False,False,False
81c378d0,,1,0,43,0,,0,0,False,False,False,True,False,False
4d68aff6,23.939677413853456,0,0,84,0,0.2816432636923936,0,1,True,False,False,False,False,False
17def20c,2.53294268093856,1,0,55,0,0.04523111930247429,0,1,False,False,True,False,False,False
7e4d7315,23.31360516345028,0,0,54,0,0.42388373024455056,0,1,False,False,False,False,False,False
f041b4d0,32.79231775456404,0,1,86,0,0.37692319258119583,0,1,False,False,False,False,False,False
85234691,10.85888693284487,0,0,69,0,0.15512695618349814,0,1,False,False,False,False,False,False
9c16425b,23.805761879537503,1,0,76,0,0.30916573869529224,0,1,False,False,False,False,False,False
a4027d53,,1,0,86,0,,0,0,False,False,False,False,False,False
a1382ff1,16.07331115501628,0,0,72,0,0.2201823445892641,0,1,True,False,False,False,False,False
e65ebed4,12.574826965510884,0,0,80,0,0.15524477735198622,0,1,False,False,True,False,False,False
aff23f97,22.98411585811071,0,0,65,0,0.3482441796683441,0,1,False,False,False,False,False,False
4e9b6120,9.833800556091886,0,0,18,0,0.5175684503206256,0,0,False,False,True,False,False,True
99bc4bb2,85.61114999298243,0,0,82,0,1.031459638469668,0,0,False,False,False,True,False,False
5f1fb004,25.68911220846924,0,0,6,0,3.669873172638463,0,0,False,False,False,False,True,False
8f03387c,13.750522609251028,0,0,62,0,0.21826226363890522,0,1,False,False,False,False,False,False
f2cfafad,29.376856373424907,0,0,41,0,0.6994489612720216,0,1,False,False,True,False,False,False
5ce85514,22.88725471207519,0,0,41,0,0.5449346360017903,0,1,False,False,False,False,False,False
592e6d6f,20.96043690291836,1,0,58,0,0.3552616424223451,0,1,False,False,False,False,False,False
5bf97877,16.069798420464224,0,0,19,0,0.8034899210232112,0,0,False,False,False,False,False,True
2976845d,15.4250011487286,0,0,72,0,0.2113013855990219,0,1,True,False,False,False,False,False
95428d5f,5.640527831132326,1,0,16,0,0.3317957547724898,0,0,True,False,False,False,False,True
bb4ab2ac,61.91011024159218,0,0,26,0,2.2929670459848954,0,0,False,False,False,False,False,True
5a4b9155,37.90954365527348,0,0,46,0,0.8065860352185847,0,1,True,False,False,False,False,False
ec2ef674,31.5246923501847,0,1,1,0,15.76234617509235,0,0,False,False,False,True,True,False
bd17acef,22.603800315015715,0,0,62,0,0.35879048119072565,0,1,False,False,False,False,False,False
937b8310,10.68587813491308,0,0,61,0,0.17235287314375936,0,1,False,False,False,True,False,False
754dd974,13.027465979726266,0,0,18,0,0.6856561041961192,0,0,False,False,True,False,False,True
d1ab01af,6.334164358925235,1,0,16,0,0.37259790346619026,0,0,False,False,False,True,False,True
c9895aa3,14.453132090919503,0,0,68,0,0.20946568247709424,0,1,False,False,True,False,False,False
c910bfd0,9.360215305786488,0,0,38,0,0.240005520661192,0,1,False,False,False,False,False,False
12f225c9,73.97019806138262,0,0,81,0,0.9020755861144222,0,0,False,False,True,False,False,False
bf182c1c,46.25422503878657,0,0,70,0,0.6514679582927686,0,1,False,False,True,False,False,False
18be9095,26.528359403527084,0,0,80,0,0.32751060992008746,0,1,False,False,False,True,False,False
a7b189b2,11.755412602736492,1,0,38,0,0.30142083596760233,0,1,False,False,False,True,False,False
8e759cee,9.81298325266278,0,1,35,1,0.2725828681295217,0,1,False,False,False,True,False,False
88342c61,21.492283954236903,0,0,39,0,0.5373070988559225,0,1,False,False,False,False,False,False
8d014e33,47.56626491475556,0,0,44,0,1.0570281092167901,0,1,False,False,False,False,False,False
8dbd245e,6.519602924947248,0,0,3,0,1.629900731236812,0,0,False,False,False,True,True,False
f16fab0a,37.56330578964069,1,0,24,1,1.5025322315856275,0,0,False,False,False,False,False,True
